ID,Type,SKU,Name,Published,Visibility in catalog,Short description,Description,In stock?,Stock,Regular price,Categories,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global
,simple,Z01,"Зефир микс: мята, лаванда, корица",1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок","Три вкуса в наборе, по три двойных зефирки каждого. Пюре яблок, листья мяты, лавандовый сироп и корица.",0,0,1650,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z01.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z02,"Зефир микс: ревень, вишня, абрикос",1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Кисло-сладкое трио. По три двойных зефирки каждого вкуса.,0,0,1650,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z02.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z03,"Зефир микс: черника, клубника, ваниль",1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Ягодный набор с ванильной ноткой.,0,0,1750,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z03.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z04,Зефир микс «На наш вкус»,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок","Каждый раз разные вкусы: минимум три, максимум девять.",0,0,1750,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z04.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z05,"Зефир ассорти: манго, красный апельсин, ананас",1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Тропическое ассорти на яблочном пюре.,0,0,1750,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z05.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z06,Зефир мятный,1,visible,"Яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, мята",Освежающий мятный зефир ручной работы.,0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z06.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, мята",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z07,Зефир ванильный,1,visible,"Яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, ваниль","Классика: только яблоко, белок и натуральная ваниль.",0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z07.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, ваниль",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z08,Зефир с корицей,1,visible,"Яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, корица",Тёплый пряный вкус — хорош к чаю зимой.,0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z08.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, корица",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z09,Зефир абрикосовый,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Из спелых абрикосов и яблочного пюре.,0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z09.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z10,Зефир грушевый,1,visible,"Грушевое пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Медовая сладость груши без добавления сахара в основу.,0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z10.jpg,Вес,550 г,1,1,Состав,"Грушевое пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z11,Зефир с ревенём,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Ревень даёт лёгкую кислинку и нежный розовый цвет.,0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z11.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z12,Зефир из крыжовника,1,visible,"Яблочное пюре, крыжовник, агар-агар, сахар, вода, лимонная кислота, яичный белок","Летний вкус, редко встречается у других производителей.",0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z12.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, крыжовник, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z13,Зефир с клубникой,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Клубничный зефир ручной работы.,0,0,1450,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z13.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z14,Зефир из лесной земляники,1,visible,"Ягоды земляники, яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Самый редкий: земляника собирается вручную и её всегда мало. Вкус детства в каждой половинке.,1,11,4150,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z14.jpg,Вес,550 г,1,1,Состав,"Ягоды земляники, яблочное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z15,Зефир из лесной черники,1,visible,"Ягоды черники, яблочное пюре, агар-агар, сахар, лимонная кислота, яичный белок","Черника из наших лесов, глубокий цвет и плотный вкус.",0,0,2250,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z15.jpg,Вес,550 г,1,1,Состав,"Ягоды черники, яблочное пюре, агар-агар, сахар, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z16,Зефир с красной смородиной,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Кислинка красной смородины на яблочной основе.,0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z16.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z17,Зефир с хурмой и грецким орехом,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Необычное сочетание: мягкая хурма и хруст ореха.,0,0,1550,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z17.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z18,Зефир ананасовый,1,visible,"Яблочное пюре, ананас, агар-агар, сахар, вода, лимонная кислота, яичный белок",Яркий тропический вкус.,0,0,1550,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z18.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, ананас, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z19,Зефир из манго,1,visible,"Яблочное пюре, манго, агар-агар, сахар, вода, лимонная кислота, яичный белок",Из пюре спелого манго и яблок.,0,0,1650,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z19.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, манго, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z20,Зефир из арбуза,1,visible,"Яблочное пюре, кусочки арбуза, агар-агар, сахар, вода, лимонная кислота, яичный белок",Летний зефир с арбузным ароматом.,0,0,1350,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z20.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, кусочки арбуза, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z21,Зефир из садовой голубики,1,visible,"Яблочное пюре, цельные ягоды голубики, агар-агар, сахар, вода, лимонная кислота, яичный белок",Из ягод с собственных плантаций голубики.,0,0,1550,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z21.jpg,Вес,550 г,1,1,Состав,"Яблочное пюре, цельные ягоды голубики, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z22,Зефир мини-микс «На наш вкус»,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",Маленькая коробка ассорти — удобно взять в подарок или попробовать.,0,0,700,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z22.jpg,Вес,250 г,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,Z23,Зефирные сэндвичи в подарочной коробке,1,visible,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, пищевой краситель кондитерский",Сливочное печенье и зефирный микс в одной коробке.,0,0,1050,Зефир,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/z23.jpg,Вес,—,1,1,Состав,"Яблочное пюре, ягодное пюре, агар-агар, сахар, вода, лимонная кислота, яичный белок, пищевой краситель кондитерский",1,1,Срок годности,14 суток с даты изготовления,1,1,,,,
,simple,M01,"Мармелад микс «на наш вкус», 750 г",1,visible,"Ягоды и фрукты, сахар, инвертный сироп, лимонная кислота, пектин","Ассорти без красителей, консервантов и усилителей вкуса. Состав — только натуральные ингредиенты.",1,6,1350,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m01.jpg,Вес,750 г,1,1,Состав,"Ягоды и фрукты, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,M02,"Мармелад микс «на наш вкус», 500 г",1,visible,"Ягоды и фрукты, сахар, инвертный сироп, лимонная кислота, пектин",Тот же ассортимент вкусов в упаковке поменьше.,1,10,1100,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m02.jpg,Вес,500 г,1,1,Состав,"Ягоды и фрукты, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,M03,Мармелад из киви,1,visible,"Киви, сахар, инвертный сироп, лимонная кислота, пектин",Яркий зелёный мармелад с натуральной кислинкой.,0,0,1100,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m03.jpg,Вес,500 г,1,1,Состав,"Киви, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,M04,Мармелад из сливы,1,visible,"Слива, сахар, инвертный сироп, лимонная кислота, пектин",Настоящий вкус лета: густой сливовый мармелад.,1,5,1040,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m04.jpg,Вес,500 г,1,1,Состав,"Слива, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,M05,Мармелад мандариновый,1,visible,"Мандариновый сок, сахар, инвертный сироп, лимонная кислота, пектин",Цитрусовый вкус без ароматизаторов.,0,0,1100,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m05.jpg,Вес,500 г,1,1,Состав,"Мандариновый сок, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,M06,Мармелад яблочный,1,visible,"Яблочный сок, сахар, инвертный сироп, лимонная кислота, пектин",Основа всех наших сладостей — яблоко с собственных плантаций.,0,0,1100,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m06.jpg,Вес,500 г,1,1,Состав,"Яблочный сок, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,M07,Мармелад клюквенный,1,visible,"Пюре из клюквы, сахар, инвертный сироп, лимонная кислота, пектин",Из дикорастущей псковской клюквы.,0,0,1100,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m07.jpg,Вес,500 г,1,1,Состав,"Пюре из клюквы, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,M08,Мармелад облепиховый,1,visible,"Пюре из облепихи, сахар, инвертный сироп, лимонная кислота, пектин",Облепиха с выраженной кислинкой и ярким цветом.,0,0,1100,Мармелад,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/m08.jpg,Вес,500 г,1,1,Состав,"Пюре из облепихи, сахар, инвертный сироп, лимонная кислота, пектин",1,1,,,,,,,,
,simple,V01,Варенье из лесной малины,1,visible,"Малина, сахар",Ароматное варенье из спелой лесной малины. Без красителей и консервантов.,1,13,1250,Варенье и ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/v01.jpg,Вес,250 г,1,1,Состав,"Малина, сахар",1,1,Срок годности,1 год,1,1,,,,
,simple,V02,Варенье из лесной земляники,1,visible,"Земляника, сахар","Нежное земляничное варенье. Ягоду собираем вручную, поэтому партии небольшие.",1,6,1700,Варенье и ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/v02.jpg,Вес,250 г,1,1,Состав,"Земляника, сахар",1,1,Срок годности,1 год,1,1,,,,
,simple,V03,Варенье из морошки,1,visible,"Морошка, сахар",Редкая северная ягода. Одно из самых ценных варений в линейке.,1,19,1900,Варенье и ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/v03.jpg,Вес,250 г,1,1,Состав,"Морошка, сахар",1,1,Срок годности,1 год,1,1,,,,
,simple,V04,Варенье из крыжовника,1,visible,"Крыжовник, сахар",Классическое «царское» варенье с лёгкой кислинкой.,1,11,490,Варенье и ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/v04.jpg,Вес,250 г,1,1,Состав,"Крыжовник, сахар",1,1,Срок годности,1 год,1,1,,,,
,simple,V05,Варенье брусника с морковкой,1,visible,"Брусника, сахар, морковь",Необычное сочетание по домашнему рецепту: брусника смягчена морковью.,1,14,890,Варенье и ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/v05.jpg,Вес,250 г,1,1,Состав,"Брусника, сахар, морковь",1,1,Срок годности,1 год,1,1,,,,
,simple,V06,Варенье брусника с яблоком,1,visible,"Брусника, сахар, яблоки",Брусника и яблоко с собственных плантаций.,1,2,890,Варенье и ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/v06.jpg,Вес,250 г,1,1,Состав,"Брусника, сахар, яблоки",1,1,Срок годности,1 год,1,1,,,,
,simple,V07,Черника в собственном соку,1,visible,100% ягоды лесной черники,"Только ягода и её собственный сок. Без сахара — для морсов, начинок и просто ложкой.",1,14,1300,Варенье и ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/v07.jpg,Вес,250 г,1,1,Состав,100% ягоды лесной черники,1,1,Срок годности,1 год,1,1,,,,
,simple,T01,Сбор «Первоцвет» весенний,1,visible,«Первоцвет» весенний,"Первые дары весны: душица, зверобой, лист малины. На 30–40 чашек.",1,41,455,Травы и сушёные ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/t01.jpg,Вес,90 г,1,1,,,,,,,,,,,,
,simple,T02,Душица обыкновенная сушёная,1,visible,обыкновенная сушёная,"Собрана в экологически чистых местах Псковской области, вдали от трасс.",0,0,290,Травы и сушёные ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/t02.jpg,Вес,30 г,1,1,,,,,,,,,,,,
,simple,T03,Арония сушёная,1,visible,сушёная,"Черноплодная рябина, высушенная при низкой температуре.",1,11,340,Травы и сушёные ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/t03.jpg,Вес,200 г,1,1,,,,,,,,,,,,
,simple,T04,Клюква в сахарной пудре,1,visible,в сахарной пудре,"Свежая клюква в лёгкой пудре — конфета, которая осталась ягодой.",0,0,390,Травы и сушёные ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/t04.jpg,Вес,250 г,1,1,,,,,,,,,,,,
,simple,H01,"Мёд цветочный, взбитый с пергой",1,visible,"Цветочный мёд, перга","Цветочный мёд, взбитый с пергой — пчелиным хлебом. Кремообразная консистенция и небольшая кислинка.",0,0,1650,Мёд,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/h01.jpg,Вес,500 г,1,1,Состав,"Цветочный мёд, перга",1,1,,,,,,,,
,simple,H02,"Мёд цветочный, взбитый с прополисом",1,visible,"Цветочный мёд, прополис","Цветочный мёд, взбитый с прополисом. Кремообразная консистенция и узнаваемый смолистый привкус.",0,0,1650,Мёд,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/h02.jpg,Вес,500 г,1,1,Состав,"Цветочный мёд, прополис",1,1,,,,,,,,
,simple,H03,"Медовый набор «4 меда», четыре баночки по 150 г",1,visible,"Цветочный мёд, пыльца, перга, прополис","Четыре вида мёда в баночках по 150 г: цветочный, с пыльцой, с пергой и с прополисом. Все — с псковских пасек, без сахара и антибиотиков.",0,0,2350,Мёд,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/h03.jpg,Вес,4 × 150 г,1,1,Состав,"Цветочный мёд, пыльца, перга, прополис",1,1,,,,,,,,
,simple,Y01,"Голубика садовая, свежая",1,visible,"садовая, свежая","Ягоды с собственных плантаций. Отгружаем в сезон, в день сбора.",1,50,2500,Свежие ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/y01.jpg,Вес,1 кг,1,1,,,,,,,,,,,,
,simple,Y02,Клюква свежая дикорастущая,1,visible,свежая дикорастущая,Нетто 6 кг в многоразовом пищевом контейнере.,0,0,2550,Свежие ягоды,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/y02.jpg,Вес,6 кг,1,1,,,,,,,,,,,,
,simple,S01,"Саженцы голубики сорт Блюкроп, 2 года",1,visible,"сорт Блюкроп, 2 года",Двухлетние саженцы садовой голубики сорта Блюкроп.,1,21,1650,Сад и дача,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/s01.jpg,Вес,горшок 6 л,1,1,,,,,,,,,,,,
,simple,S02,"Саженцы голубики сорт Патриот, 2 года",1,visible,"сорт Патриот, 2 года",Двухлетние саженцы садовой голубики сорта Патриот.,1,28,1650,Сад и дача,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/s02.jpg,Вес,горшок 6 л,1,1,,,,,,,,,,,,
,simple,S03,"Саженцы голубики сорт Блюэтта, 2 года",1,visible,"сорт Блюэтта, 2 года",Двухлетние саженцы садовой голубики сорта Блюэтта.,1,26,1650,Сад и дача,https://vyshka1.github.io/lesnaya-yagodka-demo/import/img/s03.jpg,Вес,горшок 6 л,1,1,,,,,,,,,,,,
